,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,closed_date,response_time,day_of_week,hour,location_latitude,location_longitude,location_human_address
9081,64952649,2025-05-15 07:27:27,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11222,224 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2025-05-15T07:45:40.000,01 BROOKLYN,3025770001,BROOKLYN,997800,205173,MOBILE,Unspecified,BROOKLYN,40.7298187927029,-73.95111070571417,CALYER STREET,GREENPOINT AVENUE,CALYER STREET,GREENPOINT AVENUE,MCGUINNESS BOULEVARD,2025-05-15 07:45:34,0.30194444444444446,Thursday,7,40.7298187927029,-73.95111070571417,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9082,64956600,2025-05-15 07:27:24,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11378,60-22 59 AVENUE,59 AVENUE,ADDRESS,MASPETH,In Progress,,,05 QUEENS,4027280019,QUEENS,1010341,201208,MOBILE,Unspecified,QUEENS,40.718907733668345,-73.90587734816101,60 STREET,60 PLACE,60 STREET,60 PLACE,59 AVENUE,,,Thursday,7,40.718907733668345,-73.90587734816101,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9083,64962757,2025-05-15 07:26:59,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11211,242 SOUTH    2 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3024200015,BROOKLYN,995826,198628,MOBILE,Unspecified,BROOKLYN,40.711857152089735,-73.95824428348773,ROEBLING STREET,HAVEMEYER STREET,ROEBLING STREET,HAVEMEYER STREET,SOUTH    2 STREET,,,Thursday,7,40.711857152089735,-73.95824428348773,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9084,64962145,2025-05-15 07:26:51,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11419,123-08 107 AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T08:51:02.000,10 QUEENS,4096030007,QUEENS,1034288,189041,MOBILE,Unspecified,QUEENS,40.68540920633252,-73.8195797131286,123 STREET,124 STREET,123 STREET,124 STREET,107 AVENUE,2025-05-15 08:50:58,1.4019444444444444,Thursday,7,40.68540920633252,-73.8195797131286,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9085,64960006,2025-05-15 07:26:42,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11215,108 14 STREET,14 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T09:28:05.000,06 BROOKLYN,3010390032,BROOKLYN,985827,182946,MOBILE,Unspecified,BROOKLYN,40.66882110720638,-73.9943152837742,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,14 STREET,2025-05-15 09:27:59,2.0213888888888887,Thursday,7,40.66882110720638,-73.9943152837742,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9086,64958551,2025-05-15 07:26:23,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11209,7002 4 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,In Progress,,,10 BROOKLYN,3058910048,BROOKLYN,977603,170111,PHONE,Unspecified,BROOKLYN,40.63358947064162,-74.0239482310709,OVINGTON AVENUE,72 STREET,OVINGTON AVENUE,72 STREET,4 AVENUE,,,Thursday,7,40.633589470641624,-74.0239482310709,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9087,64954679,2025-05-15 07:26:19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10460,1507 HOE AVENUE,HOE AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2025-05-15T00:00:00.000,03 BRONX,2029810025,BRONX,1014937,242873,MOBILE,Unspecified,BRONX,40.83325234720941,-73.88910712793557,,,,,,2025-05-15 20:57:07,13.513333333333334,Thursday,7,40.83325234720941,-73.88910712793557,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9088,64961751,2025-05-15 07:26:14,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11435,111-17 140 STREET,140 STREET,ADDRESS,JAMAICA,Open,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-05-15T00:00:00.000,12 QUEENS,4119560055,QUEENS,1038565,188927,ONLINE,Unspecified,QUEENS,40.6850710907214,-73.80415925041376,,,,,,,,Thursday,7,40.6850710907214,-73.80415925041376,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9089,64954874,2025-05-15 07:26:00,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),Unknown,11221,101 RALPH AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,Assigned,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-05-15T11:45:00.000,03 BROOKLYN,3014850003,BROOKLYN,1005482,189442,PHONE,Unspecified,BROOKLYN,40.68662583324487,-73.92344315914912,PUTNAM AVE,JEFFERSON AVE,,,,,,Thursday,7,40.68662583324487,-73.92344315914912,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9090,64957051,2025-05-15 07:25:34,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11211,225 HAVEMEYER STREET,HAVEMEYER STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3024600003,BROOKLYN,995591,197641,ONLINE,Unspecified,BROOKLYN,40.70914837606072,-73.9590936129317,SOUTH    5 STREET,BROADWAY,SOUTH    5 STREET,BROADWAY,HAVEMEYER STREET,,,Thursday,7,40.70914837606072,-73.9590936129317,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9091,64960969,2025-05-15 07:24:53,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11222,300 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2025-05-15T07:44:54.000,01 BROOKLYN,3025420007,BROOKLYN,997558,206137,MOBILE,Unspecified,BROOKLYN,40.73246510349123,-73.95198195088305,JAVA STREET,INDIA STREET,JAVA STREET,INDIA STREET,MCGUINNESS BOULEVARD,2025-05-15 07:44:52,0.33305555555555555,Thursday,7,40.73246510349123,-73.95198195088305,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9092,64963001,2025-05-15 07:24:43,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,765 HOME STREET,HOME STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T09:49:00.000,03 BRONX,2026620058,BRONX,1011519,240979,ONLINE,Unspecified,BRONX,40.82806507861876,-73.90146635985994,FOREST AVENUE,TINTON AVENUE,FOREST AVENUE,TINTON AVENUE,HOME STREET,2025-05-15 09:48:59,2.4044444444444446,Thursday,7,40.82806507861876,-73.90146635985994,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9093,64961857,2025-05-15 07:24:43,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,Residential Building/House,10036,300 WEST 46 STREET,WEST 46 STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2025-05-15T09:28:23.000,04 MANHATTAN,1010360036,MANHATTAN,987476,216152,MOBILE,Unspecified,MANHATTAN,40.759963189075535,-73.98835511193052,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   46 STREET,2025-05-15 09:28:37,2.065,Thursday,7,40.759963189075535,-73.98835511193052,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9094,64958239,2025-05-15 07:24:40,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10007,15 BARCLAY STREET,BARCLAY STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2025-05-15T08:13:36.000,01 MANHATTAN,1001237501,MANHATTAN,981839,198780,MOBILE,Unspecified,MANHATTAN,40.71228160025395,-74.00869675794145,BROADWAY,CHURCH STREET,BROADWAY,CHURCH STREET,BARCLAY STREET,2025-05-15 08:13:31,0.8141666666666667,Thursday,7,40.71228160025395,-74.00869675794145,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9095,64959609,2025-05-15 07:24:30,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11215,233 17 STREET,17 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T10:24:22.000,07 BROOKLYN,3006280048,BROOKLYN,986567,181168,MOBILE,Unspecified,BROOKLYN,40.66394072974787,-73.99164836790177,PROSPECT EXPWY EB EN   17 ST,5 AVENUE,PROSPECT EXPWY EB EN   17 ST,5 AVENUE,17 STREET,2025-05-15 10:24:20,2.9972222222222222,Thursday,7,40.66394072974787,-73.99164836790177,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9096,64957910,2025-05-15 07:24:29,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11419,102-18 135 STREET,135 STREET,ADDRESS,SOUTH RICHMOND HILL,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2025-05-15T08:08:26.000,09 QUEENS,4095020027,QUEENS,1036285,191670,PHONE,Unspecified,QUEENS,40.69261367560623,-73.81235891539951,102 AVENUE,LIBERTY AVENUE,102 AVENUE,LIBERTY AVENUE,135 STREET,,,Thursday,7,40.692613675606225,-73.81235891539951,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9097,64959594,2025-05-15 07:24:15,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,60-30 59 AVENUE,59 AVENUE,ADDRESS,MASPETH,Closed,The Police Department issued a summons in response to the complaint.,2025-05-15T07:58:06.000,05 QUEENS,4027280023,QUEENS,1010404,201220,MOBILE,Unspecified,QUEENS,40.71894048473789,-73.90565003073255,60 STREET,60 PLACE,60 STREET,60 PLACE,59 AVENUE,2025-05-15 07:58:04,0.5636111111111111,Thursday,7,40.71894048473789,-73.90565003073255,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9098,64962614,2025-05-15 07:24:14,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10301,185 BEECHWOOD AVENUE,BEECHWOOD AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-15T11:30:05.000,01 STATEN ISLAND,5000490127,STATEN ISLAND,960749,173467,ONLINE,Unspecified,STATEN ISLAND,40.64277228863512,-74.08468255049596,CRESCENT AVENUE,DEAD END,CRESCENT AVENUE,DEAD END,BEECHWOOD AVENUE,2025-05-15 11:30:02,4.096666666666667,Thursday,7,40.64277228863512,-74.08468255049596,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9099,64953116,2025-05-15 07:23:41,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11222,314 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2025-05-15T07:44:41.000,01 BROOKLYN,3025340007,BROOKLYN,997528,206370,MOBILE,Unspecified,BROOKLYN,40.73310467624261,-73.95208973732208,INDIA STREET,HURON STREET,INDIA STREET,HURON STREET,MCGUINNESS BOULEVARD,2025-05-15 07:44:38,0.3491666666666667,Thursday,7,40.73310467624261,-73.95208973732208,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9100,64954698,2025-05-15 07:23:18,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11206,662 BROADWAY,BROADWAY,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,01 BROOKLYN,3022730006,BROOKLYN,999571,195074,ONLINE,Unspecified,BROOKLYN,40.70209657088496,-73.9447438073676,,,,,,,,Thursday,7,40.70209657088496,-73.9447438073676,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9101,64959801,2025-05-15 07:23:10,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10006,75 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,N/A,2025-05-15T07:30:15.000,01 MANHATTAN,1000490001,MANHATTAN,980946,197038,ONLINE,Unspecified,MANHATTAN,40.70749993508218,-74.01191705811951,RECTOR STREET,WALL STREET,RECTOR STREET,WALL STREET,BROADWAY,2025-05-15 07:30:10,0.11666666666666667,Thursday,7,40.70749993508218,-74.01191705811951,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9102,64961427,2025-05-15 07:22:58,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11365,65-14 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2025-05-15T07:48:30.000,08 QUEENS,4067920030,QUEENS,1036757,207617,MOBILE,Unspecified,QUEENS,40.73638149033994,-73.81053248130716,65 AVENUE,JEWEL AVENUE,65 AVENUE,JEWEL AVENUE,PARSONS BOULEVARD,2025-05-15 07:48:24,0.42388888888888887,Thursday,7,40.736381490339944,-73.81053248130716,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9103,64961379,2025-05-15 07:22:48,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10036,500 WEST   45 STREET,WEST   45 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2025-05-15T20:45:47.000,04 MANHATTAN,1010737505,MANHATTAN,985816,216770,ONLINE,Unspecified,MANHATTAN,40.76165989033644,-73.9943470678193,10 AVENUE,AMTRAK-NORTHEAST LINE,10 AVENUE,AMTRAK-NORTHEAST LINE,WEST   45 STREET,2025-05-15 20:45:43,13.381944444444445,Thursday,7,40.76165989033644,-73.9943470678193,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9104,64954030,2025-05-15 07:22:35,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10314,290 WILD AVENUE,WILD AVENUE,ADDRESS,STATEN ISLAND,In Progress,,2023-11-27T12:04:44.000,02 STATEN ISLAND,5026470001,STATEN ISLAND,931100,153200,ONLINE,Unspecified,STATEN ISLAND,40.587015398985066,-74.19135877520097,BERESFORD AVENUE,EAST SERVICE ROAD,BERESFORD AVENUE,EAST SERVICE ROAD,WILD AVENUE,,,Thursday,7,40.587015398985066,-74.19135877520097,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9105,64955833,2025-05-15 07:22:22,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10310,1141 CASTLETON AVENUE,CASTLETON AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-15T08:18:00.000,01 STATEN ISLAND,5001970125,STATEN ISLAND,950860,170393,PHONE,Unspecified,STATEN ISLAND,40.63430306240701,-74.12030092182742,ALASKA STREET,ELIZABETH STREET,ALASKA STREET,ELIZABETH STREET,CASTLETON AVENUE,2025-05-15 08:17:56,0.9261111111111111,Thursday,7,40.634303062407014,-74.12030092182742,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9106,64957144,2025-05-15 07:22:15,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10466,4315 WHITE PLAINS ROAD,WHITE PLAINS ROAD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T10:48:33.000,12 BRONX,2050390026,BRONX,1024094,265794,PHONE,Unspecified,BRONX,40.896126895259655,-73.85588047603709,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,WHITE PLAINS ROAD,2025-05-15 10:48:25,3.436111111111111,Thursday,7,40.896126895259655,-73.85588047603709,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9107,64953768,2025-05-15 07:21:39,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10021,820 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-15T09:08:31.000,08 MANHATTAN,1013900035,MANHATTAN,994698,220992,MOBILE,Unspecified,MANHATTAN,40.77324214961568,-73.9622783464429,EAST   75 STREET,EAST   76 STREET,EAST   75 STREET,EAST   76 STREET,PARK AVENUE,2025-05-15 09:08:28,1.7802777777777778,Thursday,7,40.773242149615676,-73.9622783464429,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9108,64957889,2025-05-15 07:21:39,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11235,3650 SHORE PARKWAY,SHORE PARKWAY,ADDRESS,BROOKLYN,In Progress,,,15 BROOKLYN,3087920086,BROOKLYN,1000741,152454,MOBILE,Unspecified,BROOKLYN,40.58511178413099,-73.94062830963917,EAST   28 STREET,EAST   29 STREET,EAST   28 STREET,EAST   29 STREET,SHORE PARKWAY,,,Thursday,7,40.58511178413099,-73.94062830963917,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9109,64958506,2025-05-15 07:21:37,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2945 WEST   23 STREET,WEST   23 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T08:30:42.000,13 BROOKLYN,3070570012,BROOKLYN,987060,148802,MOBILE,Unspecified,BROOKLYN,40.57510265958948,-73.98988481977605,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,WEST   23 STREET,2025-05-15 08:30:38,1.1502777777777777,Thursday,7,40.575102659589476,-73.98988481977605,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9110,64957936,2025-05-15 07:21:24,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2409 AVENUE Z,AVENUE Z,ADDRESS,BROOKLYN,In Progress,,2025-05-16T02:34:10.000,15 BROOKLYN,3074417501,BROOKLYN,999433,153857,MOBILE,Unspecified,BROOKLYN,40.58896507575402,-73.94533428058796,EAST   24 STREET,BEDFORD AVENUE,EAST   24 STREET,BEDFORD AVENUE,AVENUE Z,,,Thursday,7,40.58896507575402,-73.94533428058796,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9111,64957043,2025-05-15 07:21:18,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10022,230 EAST   58 STREET,EAST   58 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2025-05-15T09:41:44.000,06 MANHATTAN,1013310034,MANHATTAN,993606,216376,MOBILE,Unspecified,MANHATTAN,40.76057364982699,-73.96622734851277,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST   58 STREET,2025-05-15 09:41:42,2.34,Thursday,7,40.76057364982699,-73.96622734851277,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9112,64962355,2025-05-15 07:20:53,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10007,66 CHURCH STREET,CHURCH STREET,ADDRESS,NEW YORK,Closed,N/A,2025-05-15T07:30:14.000,01 MANHATTAN,,MANHATTAN,981408,198640,ONLINE,Unspecified,MANHATTAN,40.7118972056284,-74.01025136605162,FULTON STREET,VESEY STREET,FULTON STREET,VESEY STREET,CHURCH STREET,2025-05-15 07:30:10,0.15472222222222223,Thursday,7,40.7118972056284,-74.01025136605162,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9113,64959789,2025-05-15 07:20:47,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10003,17 STUYVESANT STREET,STUYVESANT STREET,ADDRESS,NEW YORK,In Progress,,,03 MANHATTAN,1004650032,MANHATTAN,987381,205209,MOBILE,Unspecified,MANHATTAN,40.72992742829445,-73.9887031274958,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,STUYVESANT STREET,,,Thursday,7,40.72992742829445,-73.9887031274958,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9114,64962586,2025-05-15 07:20:47,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10003,17 STUYVESANT STREET,STUYVESANT STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2025-05-15T08:13:31.000,03 MANHATTAN,1004650032,MANHATTAN,987381,205209,MOBILE,Unspecified,MANHATTAN,40.72992742829445,-73.9887031274958,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,STUYVESANT STREET,2025-05-15 08:13:27,0.8777777777777778,Thursday,7,40.72992742829445,-73.9887031274958,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9115,64952001,2025-05-15 07:20:12,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10312,GENESEE AVENUE,GENESEE AVENUE,INTERSECTION,,Closed,"The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2025-05-15T11:01:43.000,03 STATEN ISLAND,,STATEN ISLAND,937536,140775,ONLINE,Unspecified,STATEN ISLAND,40.552947513729706,-74.16810111630285,GENESEE AVENUE,RICHMOND AVENUE,GENESEE AVENUE,RICHMOND AVENUE,,2025-05-15 11:01:39,3.6908333333333334,Thursday,7,40.552947513729706,-74.16810111630285,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9116,64957492,2025-05-15 07:20:12,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456,970 TINTON AVENUE,TINTON AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2025-05-15T00:00:00.000,03 BRONX,2026690006,BRONX,1011159,239340,ONLINE,Unspecified,BRONX,40.82356759693528,-73.90277375397044,,,,,,,,Thursday,7,40.82356759693528,-73.90277375397044,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9117,64959859,2025-05-15 07:20:07,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10473,CASTLE HILL AVENUE,CASTLE HILL AVENUE,INTERSECTION,,In Progress,,,09 BRONX,,BRONX,1026790,235034,MOBILE,Unspecified,BRONX,40.81168740537341,-73.84632399968528,CASTLE HILL AVENUE,HART STREET,CASTLE HILL AVENUE,HART STREET,,,,Thursday,7,40.81168740537341,-73.84632399968528,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9118,64954192,2025-05-15 07:20:02,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11235,2323 AVENUE Z,AVENUE Z,ADDRESS,BROOKLYN,In Progress,,,15 BROOKLYN,3074410530,BROOKLYN,999311,153839,MOBILE,Unspecified,BROOKLYN,40.588915877494,-73.94577357619389,JEROME AVENUE,EAST   24 STREET,JEROME AVENUE,EAST   24 STREET,AVENUE Z,,,Thursday,7,40.588915877493996,-73.94577357619389,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9119,64954195,2025-05-15 07:19:58,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,1534 BENSON AVENUE,BENSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-05-15T10:53:05.000,11 BROOKLYN,3063950041,BROOKLYN,981402,161180,PHONE,Unspecified,BROOKLYN,40.60907777465386,-74.01025718655514,BAY   10 STREET,BAY   11 STREET,BAY   10 STREET,BAY   11 STREET,BENSON AVENUE,2025-05-15 10:53:00,3.5505555555555555,Thursday,7,40.60907777465386,-74.01025718655514,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9120,64962223,2025-05-15 07:19:49,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,65-38 BOOTH STREET,BOOTH STREET,ADDRESS,REGO PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-05-15T07:38:59.000,06 QUEENS,4030990007,QUEENS,1023453,204149,MOBILE,Unspecified,QUEENS,40.72693166948728,-73.85855906255208,65 ROAD,66 AVENUE,65 ROAD,66 AVENUE,BOOTH STREET,2025-05-15 07:38:55,0.31833333333333336,Thursday,7,40.72693166948728,-73.85855906255208,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
9121,64961858,2025-05-15 07:19:46,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Store/Commercial,10036,4 TIMES SQUARE,TIMES SQUARE,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2025-05-15T09:52:46.000,05 MANHATTAN,1009950005,MANHATTAN,988061,214774,MOBILE,Unspecified,MANHATTAN,40.75618069843113,-73.9862442193267,WEST 42 STREET,WEST 43 STREET,WEST   42 STREET,WEST   43 STREET,TIMES SQUARE,2025-05-15 09:56:10,2.6066666666666665,Thursday,7,40.75618069843113,-73.9862442193267,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
